ID,2023-04-05,2023-04-06,2023-04-07,2023-04-08,2023-04-09,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-21,2023-04-22,2023-04-23,2023-04-24,2023-04-25
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
36,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4,4,3,6,5,7,6,8,7,7,7,8,9,10,10,10,11,11,12,12,12
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
50,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
51,10,7,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,5
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,3,3,3
102,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,17,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,16,16
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
117,20,15,11,10,10,11,11,10,10,9,9,9,9,9,9,9,8,8,8,8,8
118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5
120,10,9,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
124,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,4,4,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
140,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
141,10,12,13,14,13,13,13,13,13,13,13,13,13,12,12,12,13,13,12,12,12
142,5,6,7,7,7,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,13,16,19,19,20,20,21,21,21,22,22,22,23,23,23,23,24,24,24,25,25
146,2,3,4,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9
147,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
148,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
149,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
150,1,2,2,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5
151,1,2,2,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6
152,1,1,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0,0,0,2,3,5,5,6,7,7,8,9,10,11,12,12,13,14,15,16,16
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3
159,12,12,12,13,14,16,17,18,18,19,20,20,22,23,24,24,25,25,26,28,29
160,0,0,0,0,0,1,1,2,2,2,2,3,3,4,4,4,5,5,5,6,6
161,14,12,11,11,12,13,14,15,15,15,15,16,17,18,19,19,19,19,20,21,22
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,12,14,15,15,15,15,15,15,15,15,16,15,15,15,16,16,16,16,16,16,16
165,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
166,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,2,4,6,6,7,7,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13
168,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
170,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
172,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
195,0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,5,5,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3
199,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
206,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207,6,8,9,9,9,9,9,9,10,10,10,10,9,9,10,10,10,10,10,10,10
208,12,14,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
209,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
222,2,3,3,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
224,41,37,33,33,32,32,32,31,30,30,30,30,30,30,29,28,28,27,27,28,28
225,33,24,16,14,14,15,15,14,13,12,12,12,13,13,12,11,10,10,10,11,11
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,12,9,7,6,6,7,6,6,6,5,5,5,6,6,5,5,5,5,5,5,5
229,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
232,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
235,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,6,5,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3
248,33,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,30,30,30,30,30
249,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
250,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251,77,66,58,56,55,56,55,54,52,51,50,50,51,51,49,48,46,46,46,47,47
252,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
253,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
254,8,9,10,11,11,11,11,11,12,12,12,12,12,12,12,13,13,13,13,13,13
255,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12
256,15,18,20,21,22,22,22,22,23,23,24,24,24,24,24,25,25,25,26,26,26
257,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
258,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
260,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
262,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
263,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
265,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
272,42,41,41,41,40,40,40,39,39,39,39,38,38,38,37,37,37,37,37,36,36
273,1,2,2,2,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6
274,2,4,5,6,7,7,8,8,8,9,9,9,9,10,10,11,11,11,12,12,12
275,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
281,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
282,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
283,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
285,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
286,0,1,1,2,2,3,3,4,4,4,4,5,5,5,6,6,6,6,7,7,7
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
292,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
294,10,8,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,5
295,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
298,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
299,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
301,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9
302,2,2,3,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,7,7,7
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
